fid,objectid,area,perimeter,air_020107,air_20108,r_code,ind_name,aiana,aiana_desc,ind_source,ind_scale,entity,org_code,fed_regist,region_cod,region_nam,agency_nam,self_gover,osgt_code,osgt_assoc,native_cor,mail_name,state,cnty_st,tot_area,tribe_area,allot_area,fed_area,labor_tot,hsgrad_pct,colgrad_pc,unemploy_p,inc_percap,pop_tot,tribal_num,treaty,tribal_est,gov_type,econ_sourc,gaming,med_fac,sq_miles,acres,agency_cod,poi_on_ima,field_veri,shape_leng,shape_le_1,shape_le_2,irmp_plan,short_name,shape_le_3,shape_area
641,0,1132827.75175,8475.33864,8938,2201,R598,Twenty-Nine Palms Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Twenty-Nine Palms Band of Mission Indians of California,J54598,true,PAC,Pacific,Southern California Agency,false,,,,Twenty-Nine Palms band of Mission Indians -Luiseno,CA,San Bernardino CA,0,0,0,0,0,0,0,0,0,0,0,,,,,true,,0.437385,279.921459,J54,,,8475.338589,0,0,,,8475.338589,1132827.78117
642,0,1532607.39404,4425.886579,133,11070,Z503,Twin Hills,ANV,Alaska Native Village,TIGER95,"1:100,000",Twin Hills Village,E01503,true,ALA,Alaska,Anchorage Field Office,true,OSGT809,Bristol Bay Native Assn.,Bristol Bay Native Corporation,Twin Hills Native Corporation,AK,unorganized borough AK,69950,0,0,0,12,26.9,0,25,3990,66,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional village council,Fishing; subsistence; government,false,clinic,31.771147,378.707148,E01,,,4425.886562,0,0,,,4425.886562,1532607.37894
643,0,1533967.37723,4445.6437,156,11047,Z505,Tyonek,ANV,Alaska Native Village,TIGER95,"1:100,000",Native Village of Tyonek,E01505,true,ALA,Alaska,Anchorage Field Office,false,,,Cook Inlet Regional Corporation,Tyonek Native Corporation,AK,Kenai Peninsula Borough AK,193515,0,0,0,53,36.4,5.5,37.7,5479,154,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Indian Reorganization Act village council,Tourism; subsistence; construction; government; retail,false,clinic,22.478054,379.043421,E01,,,4445.643687,0,0,,,4445.643687,1533967.36287
644,0,1532618.5926,4415.040137,174,11029,Z506,Ugashik,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Ugashik Village,E01506,true,ALA,Alaska,Anchorage Field Office,true,OSGT809,Bristol Bay Native Assn.,Bristol Bay Native Corporation,Alaska Peninsula Corporation,AK,Lake and Peninsula Borough AK,69120,0,0,0,5,50,0,80,12208,7,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional village council,Fishing; subsistence,false,none; health care available in Pilot Point,234.884959,378.709938,E01,,,4415.040168,0,0,,,4415.040168,1532618.60671
645,0,4162863945.16,2305849.53395,6352,4846,R687,Uintah and Ouray Reservation,AIR,American Indian Reservation,LTM,"1:24,000","Ute Indian Tribe of the Uintah and Ouray Reservation, Utah",H62687,true,WES,Western,Uintah and Ouray Agency,false,,,,Uintah and Ouray Reservation,UT,"Uintah, Duchesne, Grand & Wasatch, UT",2100000,0,0,0,798,52.3,4.1,28.6,4520,3154,3154,"Executive Order of October 3, 1861","Constitution adopted on January 19, 1937, charter ratified August 10, 1938",6 member Tribal Business Committee,"Cattle, fisheries, forestry, government employer, mfg., mineral resources, tourism, small businesses",false,"IHS Health Service Unit, Fort Duchesne Health Center, Duchesne County Hospital",765488.764168,1028643.67141,H62,,,2305849.53308,0,0,,,2305849.53308,4162863945.13
646,0,16201880.7978,38632.09601,6409,4789,R687,Uintah and Ouray Trust Land,ORTL,Trust Land related to a Federally Recognized Reservation,LTM,"1:24,000","Ute Indian Tribe of the Uintah and Ouray Reservation, Utah",H62687,true,WES,Western,Uintah and Ouray Agency,false,,,,Uintah and Ouray Reservation,UT,"Uintah, Duchesne, Grand & Wasatch, UT",2100000,0,0,0,798,52.3,4.1,28.6,4520,3154,3154,"Executive Order of October 3, 1861","Constitution adopted on January 19, 1937, charter ratified August 10, 1938",6 member Tribal Business Committee,"Cattle, fisheries, forestry, government employer, mfg., mineral resources, tourism, small businesses",false,"IHS Health Service Unit, Fort Duchesne Health Center, Duchesne County Hospital",6.245346,4003.485261,H62,,,38632.096269,0,0,,,38632.096269,16201880.7203
647,0,1185270401.54,165714.639347,1420,9783,R143,Umatilla Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Confederated Tribes of Umatilla Reservation, Oregon",P07143,true,NWT,Northwest,Umatilla Agency,false,,,,Confed. Tribes of the Umatilla Indian Reservation,OR,Umatilla OR,172140,0,0,18211,435,74.8,3.7,32,5265,2549,1500,Treaty of 1855,Constitution & bylaws 1949,Tribal council headed by a chairperson; non IRA organization,Agriculture; construction; fishing; forestry; tourism; government; retail,true,St. Anthony's Hospital in Pendleton; clinic,457.633614,292880.316997,P07,,,165714.638551,0,0,,,165714.638551,1185270401.45
648,0,1535231.24069,4441.087075,70,11133,Z508,Umkumiute,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Umkumiute Native Village,E02508,true,ALA,Alaska,Bethel Field Office,false,,,Calista Corporation,"Chinuruk, Incorporated",AK,unorganized borough AK,69120,0,0,0,0,0,0,0,0,0,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional village council,Subsistence,false,none,21.878252,379.355618,E02,,,4441.087101,0,0,,,4441.087101,1535231.24959
649,0,1535322.24811,4488.717599,51,11152,Z509,Unalakleet,ANV,Alaska Native Village,TIGER95,"1:100,000",Native Village of Unalakleet,E04509,true,ALA,Alaska,Nome Agency,true,OSGT816,"Kawerak, Inc.",Bering Straits Native Corporation,Unalakleet Native Corporation,AK,unorganized borough AK,180374,0,0,0,261,67.1,6.5,19.2,9419,714,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1974),Indian Reorganization Act village council,Government; subsistence; arts & crafts; construction; fishing; retail; tourism; transportation,false,clinic,0.036889,379.378043,E04,,,4488.717608,0,0,,,4488.717608,1535322.25911
650,0,1531217.48272,4398.684155,148,11055,Z510,Unalaska,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Qawalangin Tribe of Unalaska,E01510,true,ALA,Alaska,Anchorage Field Office,true,OSGT811,"Aleutian/Pribilof Islands Assoc., Inc.",Aleut Corporation,Ounalashka Corporation,AK,unorganized borough AK,115200,0,0,0,2544,57.4,13,1,13457,3089,0,Alaska Native Claims Settlement Act (1971),Incorporated as a first-class city (1942),Traditional village council,Fishing; transportation; tourism; construction; government; manufacturing; retail,false,clinic,109.735477,378.364007,E01,,,4398.684126,0,0,,,4398.684126,1531217.47065
651,0,1534098.93541,4406.363463,195,11008,Z511,Unga,ANV,Alaska Native Village,TIGER95,"1:100,000",Native Village of Unga,E01511,true,ALA,Alaska,Anchorage Field Office,true,OSGT811,"Aleutian/Pribilof Islands Assoc., Inc.",Aleut Corporation,Unga Corporation,AK,Aleutians East Borough AK,69120,0,0,0,0,0,0,0,0,0,0,Alaska Native Claims Settlement Act (1971),Unincorporated,Traditional village council,,false,none,8.858392,379.076022,E01,,,4406.363504,0,0,,,4406.363504,1534098.95654
652,0,9797.56926,395.939726,6353,4845,R637,United Auburn Indian Community of the Auburn Rancheria of Ca,FRTE,Federally Recognized Tribal Entity,GDSC,"1:100,000",United Auburn Indian Community of the Auburn Rancheria of California,J51637,true,PAC,Pacific,Central California Agency,false,,,,United Auburn Community of Indians,CA,Placer CA,0,0,0,0,0,0,0,0,0,0,0,,,,,false,,0.003783,2.420927,J51,,,395.9396,0,0,,,395.9396,9797.563001
653,0,9797.56926,395.939726,8898,2241,T904,United Keetoowah Band of Cherokee Indians of Oklahoma,FRTE,Federally Recognized Tribal Entity,GDSC,"1:24,000",United Keetoowah Band of Cherokee Indians in Oklahoma,G08904,true,EOK,Eastern Oklahoma,Tahlequah Field Office,false,,,,United Keetoowah Band of Cherokee Indians in OK,OK,"Adair, Cherokee, Delaware, Mayes, Sequoyah, OK",50,50,0,0,0,0,0,0,0,0,7800,"Removed to Indian Territory 1838, recognized on 8/10/1946","Constitution, bylaws, corporate charter ratified with IRA & OK Indian Welfare Act on May 8, 1950",9 member Tribal Council,"Government as employer, tourism, recreation, bottled water",true,IHS facilities in tribal area and regional hospitals,0.003783,2.420927,G08,,,395.9398,0,0,,,395.9398,9797.572967
654,0,1848931.441,9037.962883,6284,4915,R636,Upper Lake Rancheria,AIR,American Indian Reservation,TIGER95,"1:100,000","Habematolel Pomo of Upper Lake, California (formerly the Upper Lake Band of Pomo Indians of Upper Lake Rancheria of California",J51636,true,PAC,Pacific,Central California Agency,false,,,,Upper Lake Band of Pomo Indians,CA,Lake CA,119,0,0,0,29,0,0,0,3171,70,0,Secretarial Order 1907,IRA constitution approved 1941,Executive Committee headed by a chairperson,Forestry,false,clinics in Lakeport (14 miles away)  & Ukiah,0.713872,456.870071,J51,,,9037.962799,0,0,,,9037.962799,1848931.43422
655,0,3183291.72081,9806.473622,1941,9262,R401,Upper Sioux Community,AIR,American Indian Reservation,LTM,"1:24,000","Upper Sioux Community, Minnesota",F57401,true,MID,Midwest,Midwest Regional Office,false,,,,Upper Sioux Community,MN,"Yellow Medicine, MN",756,756,0,750,6,26.7,0,0,6207,200,350,Early 1800's,Secretary of Interior designated a reservation in 1935,Board of Trustees in 1942,"Agriculture, construction, government as employer,",true,"No health clinic, non-Indian hospital in Granite Falls",2.050613,786.591537,F57,,,9806.473798,0,0,,,9806.473798,3183291.719
656,0,1992405.45233,9730.200745,1942,9261,R401,Upper Sioux Community Trust Land,ORTL,Trust Land related to a Federally Recognized Reservation,CENSUS2000,"1:500,000","Upper Sioux Community, Minnesota",F57401,true,MID,Midwest,Midwest Regional Office,false,,,,Upper Sioux Community,MN,"Yellow Medicine, MN",756,756,0,750,6,26.7,0,0,6207,200,350,Early 1800's,Secretary of Interior designated a reservation in 1935,Board of Trustees in 1942,"Agriculture, construction, government as employer,",true,"No health clinic, non-Indian hospital in Granite Falls",2.050613,492.32354,F57,,,9730.200746,0,0,,,9730.200746,1992405.40953
657,0,446942.779784,4925.922801,281,10922,R131,Upper Skagit Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Upper Skagit Indian Tribe of Washington,P10131,true,NWT,Northwest,Puget Sound Field Office,false,,,,Upper Skagit Indian Tribe,WA,Skagit WA,0,175,0,250,0,0,0,0,0,0,625,Congressional act 1974,Tribal constitution & bylaws approved 1974,Tribal council,Government; public service; manufacturing; tourism,true,clinic,0.172565,110.439498,P10,,,4925.922514,0,0,,,4925.922514,446942.751486
658,0,2337612950.72,458323.664371,7282,3916,R751,Ute Mountain Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Ute Mountain Tribe of the Ute Mountain Reservation, Colorado, New Mexico and Utah",M45751,true,SWT,Southwest,Ute Mountain Ute Field Office,false,,,,Ute Mountain Indian Tribe,CO,"Montezuma, La Plata, CO/San Juan, NM/San Juan/UT",595787,595787,0,40,515,49.7,2,19,4839,1366,0,"December 30, 1849",Constitution,7 member Tribal Council,"Agriculture, livestock, construction, industrial park, pottery plant, oil & gas, tourism, businesses",true,"USPHS clinic in Towaoc, hospitals in Cortez, CO and Shiprock, NM",902.553743,577624.147261,M45,,,458323.664634,0,0,,,458323.664634,2337612950.46
659,0,1535232.21731,4565.084449,104,11099,Z518,Venetie,ANV,Alaska Native Village,TIGER95,"1:100,000",Native Village of Venetie Tribal Government (Artic Village and Village of Venetie),E03518,true,ALA,Alaska,Fairbanks Field Office,true,OSGT817,Tanana Chiefs Conference,,Native Village of Venetie,AK,unorganized borough AK,1799928,0,0,0,56,31.6,0,37.5,3178,182,0,,Unincorporated,Indian Reorganization Act village council headed by a first chief,Subsistence; government; public service; retail; transportation,false,clinic,14.398315,379.356038,E03,,,4565.084444,0,0,,,4565.084444,1535232.20552
660,0,6505839.72445,15481.860148,10665,467,R599,Viejas Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Viejas (Baron Long) Group of Capitan Grande Band of Mission Indians of the Viejas Reservation, California",J54599,true,PAC,Pacific,Southern California Agency,false,,,,Viejas Band of Mission Indians,CA,San Diego CA,1609,0,0,0,43,69.6,0,28.3,5588,431,0,Executive Order 1875,IRA constitution,General Council; Tribal council headed by a chairperson,Tourism; retail,true,"Hospital, clinics in San Diego & El Cajon",2.51191,1607.59358,J54,,,15481.859904,0,0,,,15481.859904,6505839.65845
661,0,1531017.46339,4718.988556,5,11198,Z519,Wainwright,ANV,Alaska Native Village,CENSUS2000,"1:500,000",Village of Wainwright,E03519,true,ALA,Alaska,Fairbanks Field Office,false,,,Arctic Slope Regional Corporation,Olgoonik Corporation,AK,North Slope Borough AK,170870,0,0,0,197,47.1,0,10.2,9095,492,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1962),Traditional village council,Arts & crafts; subsistence; construction; government; retail; transportation,false,clinic,20.959473,378.31454,E03,,,4718.988546,0,0,,,4718.988546,1531017.46794
662,0,1534117.78744,4525.098151,8,11195,Z451,Wales,ANV,Alaska Native Village,TIGER95,"1:100,000",Native Village of Wales,E04451,true,ALA,Alaska,Nome Agency,true,OSGT816,"Kawerak, Inc.",Bering Straits Native Corporation,Wales Native Corporation,AK,unorganized borough AK,108800,0,0,0,57,55.4,4.6,19.3,4174,161,0,Alaska Native Claims Settlement Act (1971),Incorporated as a second-class city (1964),Indian Reorganization Act village council,Subsistence; arts & crafts; mining; government; retail; tourism; transportation,false,clinic,2.437417,379.080524,E04,,,4525.098167,0,0,,,4525.098167,1534117.80115
663,0,1376098270.47,213388.769106,6397,4801,R656,Walker River Reservation,AIR,American Indian Reservation,GDSC,"1:24,000","Walker River Paiute Tribe of the Walker River Reservation, Nevada",H61656,true,WES,Western,Western Nevada Agency,false,,,,Walker River Paiute Tribe,NV,"Churchill, Lyon & Mineral, NV",323406,313690,81752,0,399,65.3,0,0,6315,811,1655,"Executive Order on March 19, 1871","1934 IRA, constitution adopted in 1937",3 member Tribal Council,"Agriculture, livestock, construction, retail/service businesses, open pit gravel mining, tourism",false,"Hospital in Schurz, medical facilities available in Fallon & Reno",531.312355,340033.87447,H61,,,213388.769389,0,0,,,213388.769389,1376098271.19
664,0,381.623412,101.830052,7140,4058,R656,Walker River Trust Land,ORTL,Trust Land related to a Federally Recognized Reservation,CENSUS2000,"1:500,000","Walker River Paiute Tribe of the Walker River Reservation, Nevada",H61656,true,WES,Western,Western Nevada Agency,false,,,,Walker River Paiute Tribe,NV,"Churchill, Lyon & Mineral, NV",323406,313690,81752,0,399,65.3,0,0,6315,811,1655,"Executive Order on March 19, 1871","1934 IRA, constitution adopted in 1937",3 member Tribal Council,"Agriculture, livestock, construction, retail/service businesses, open pit gravel mining, tourism",false,"Hospital in Schurz, medical facilities available in Fallon & Reno",0.000147,0.094306,H61,,,101.82996,0,0,,,101.82996,381.622037
665,0,9797.56926,395.939726,2567,8632,T030,Wampanoag Tribe of Gay Head (Aquinnah),FRTE,Federally Recognized Tribal Entity,GDSC,"1:500,000",Wampanoag Tribe of Gay Head (Aquinnah) of Massachusetts,S00030,true,EAS,Eastern,Eastern Regional Office,true,OSGT030,,,Wampanoag Tribe of Gay Head (Aquinnah),MA,Dukes MA,485,0,0,0,148,84.1,14.1,12.2,9397,260,600,Federal recognition in 1987 (no reservation),Established in 1928,11-member Tribal Council,"Government, construction, tourism, small businesses",false,Wampanoag Health Program,0.104001,2.420927,S00,,,395.9396,0,0,,,395.9396,9797.563001
666,0,1846300.85102,17397.800566,2474,8725,T030,Wampanoag Tribe of Gay Head (Aquinnah) of Massachusetts,TRUST,Trust land for which no reservation exists,CENSUS2000,"1:500,000",Wampanoag Tribe of Gay Head (Aquinnah) of Massachusetts,S00030,true,EAS,Eastern,Eastern Regional Office,true,OSGT030,,,Wampanoag Tribe of Gay Head (Aquinnah),MA,Dukes MA,485,0,0,0,148,84.1,14.1,12.2,9397,260,600,Federal recognition in 1987 (no reservation),Established in 1928,11-member Tribal Council,"Government, construction, tourism, small businesses",false,Wampanoag Health Program,0.712857,456.220563,S00,,,17397.800186,0,0,,,17397.800186,1846300.7354
667,0,2635880235.22,322537.083629,1338,9865,R145,Warm Springs Reservation,AIR,American Indian Reservation,TIGER95,"1:100,000",Confederated Tribes of Warm Springs Reservation of Oregon,P09145,true,NWT,Northwest,Warm Springs Agency,false,,,,Confed. Tribes of the Warm Springs Reservation,OR,Jefferson; Wasco; Linn; Marion; Clackamas OR,643570,596290,47345,0,0,636,2.9,17.4,5446,3143,3200,Treaty of 1855,Constitution & charter 1938,Tribal council,Agriculture; construction; fishing; forestry; government; manufacturing; retail; tourism,true,Health and Wellness Center,1017.714958,651326.01747,P09,,,322537.083954,0,0,,,322537.083954,2635880234.99
668,0,11680790.4826,45528.234291,6367,4831,RZ72,Washoe Ranches,AIR,American Indian Reservation,USBR,-8888,Washoe Tribe of Nevada & California - Washoe Ranches,H61672,true,WES,Western,Western Nevada Agency,false,,,,Washoe Ranches Colony,NV,"Douglas, NV",0,0,0,0,0,0,0,0,0,0,0,Congress purchased in 1936 adjoining Dresslerville,"Constitution & bylaws approved in 1936, revised 1966 & adopted 6/16/1967",,Ranching and grazing lands,false,"USPHS hospital in Schurz, Nevada, clinic at Gardnerville",4.509959,2886.322751,H61,,,45528.23435,0,0,,,45528.23435,11680790.4562
669,0,362793987.517,1847831.58069,6358,4840,R672,Washoe Tribe of Nevada and California - Allotments,ORTL,Trust Land related to a Federally Recognized Reservation,GDSC,"1:24,000",Washoe Tribe of Nevada and California,H61672,true,WES,Western,Western Nevada Agency,false,,,,Washoe Tribe of Nevada and California,NV,"Douglas, Carson NV; Alpine CA",63400,0,61318,4320,33,54.5,0,0,5870,1300,1523,Dawes Act 1887,"IRA Constitution and bylaws approved January 24, 1936",Tribal Council headed by a chairperson,"Agriculture, construction, forestry, government, retail, tourism",false,,140.074967,89646.388549,H61,,,1847831.57969,0,0,,,579185.617634,362793988.449
670,0,326863.613876,2396.673608,6248,4951,RZ40,Wells Colony,AIR,American Indian Reservation,TIGER95,"1:100,000",Te-Moak Tribe of Western Shoshone Indians of Nevada - Wells Band,H64640,true,WES,Western,Eastern Nevada Field Office,false,,,,Wells Band Council,NV,"Elko, NV",80,0,0,80,79,67,0,0,7000,34,177,"Act of Congress on October 15, 1977",Constitution & bylaws approved in 1982,5 member Wells Band Council has sovereignty over all affairs excluding tribal lands,"Government as employer, retail/service businesses, tourism, recreation",false,"IHS So. Band clinic in Elko, Elko General Hospital & Regional Clinic, 1 private physician in Wells",0.126202,80.767779,H64,,,2396.673572,0,0,,,2396.673572,326863.616884
